,course,student,hoursWork_mean,ETA_mean,numAttendence_max,age,numChildren,enrollmentTime,distance,work,isSingle,grade
98,2,159,4.5,0.4817701233527551,16,25,0.0,6,14,1,0,7.52
181,4,159,4.666666666666667,0.35280266780440184,21,25,0.0,6,14,1,0,8.53
700,17,159,5.5,0.7334503949969938,17,25,0.0,6,14,1,0,7.09
782,19,159,4.666666666666667,0.3642630214910391,20,25,0.0,6,14,1,0,8.02
983,24,159,5.25,0.35831131090307644,13,25,0.0,6,14,1,0,6.57
1544,38,159,5.5,0.34125641655579814,15,25,0.0,6,14,1,0,7.19
1981,49,159,5.833333333333333,0.4522131084277525,12,25,0.0,6,14,1,0,6.3
2622,65,159,5.333333333333333,0.35174133237269783,16,25,0.0,6,14,1,0,7.8
2699,67,159,5.5,0.5890317856860857,15,25,0.0,6,14,1,0,6.84
2981,74,159,4.583333333333333,0.3542149175660873,18,25,0.0,6,14,1,0,8.59
3580,89,159,5.916666666666667,0.5689844393497437,12,25,0.0,6,14,1,0,5.91
3938,98,159,5.583333333333333,0.4380341113219337,13,25,0.0,6,14,1,0,6.46
4497,112,159,5.416666666666667,0.34916094403665426,14,25,0.0,6,14,1,0,7.27
4536,113,159,5.666666666666667,0.5830780175400029,14,25,0.0,6,14,1,0,6.63
4701,117,159,5.25,0.6348436292449974,15,25,0.0,6,14,1,0,7.88
4866,121,159,4.833333333333333,0.3443631864777849,20,25,0.0,6,14,1,0,8.55
4977,124,159,5.666666666666667,0.6452700783015507,16,25,0.0,6,14,1,0,6.25
5301,132,159,5.083333333333333,0.5789371384267802,15,25,0.0,6,14,1,0,6.96
6013,150,159,5.166666666666667,0.5251095446592452,17,25,0.0,6,14,1,0,8.06
6541,163,159,5.333333333333333,0.3422501028473843,16,25,0.0,6,14,1,0,8.06
6815,170,159,5.666666666666667,0.5499977851422514,12,25,0.0,6,14,1,0,6.54
7060,176,159,4.666666666666667,0.6404414608657305,16,25,0.0,6,14,1,0,7.67
7298,182,159,5.0,0.35621697149471027,19,25,0.0,6,14,1,0,8.25
7462,186,159,4.583333333333333,0.35383774647310196,17,25,0.0,6,14,1,0,7.8
7620,190,159,5.083333333333333,0.3377665886099488,16,25,0.0,6,14,1,0,8.32
7655,191,159,5.25,0.6440601791420303,13,25,0.0,6,14,1,0,6.97
7860,196,159,5.0,0.3550722916607724,13,25,0.0,6,14,1,0,7.23
100,2,173,0.0,0.7515138067892445,19,31,0.0,9,22,0,0,7.82
422,10,173,0.0,0.8755201301098086,17,31,0.0,9,22,0,0,8.25
505,12,173,0.0,0.9158734600934769,19,31,0.0,9,22,0,0,7.89
663,16,173,0.0,0.9606370202954118,19,31,0.0,9,22,0,0,8.57
907,22,173,0.0,0.9480447146226245,17,31,0.0,9,22,0,0,7.08
1465,36,173,0.0,0.7117862794536974,20,31,0.0,9,22,0,0,8.36
1664,41,173,0.0,0.9929059918963388,18,31,0.0,9,22,0,0,8.38
1785,44,173,0.0,0.7568700676987162,21,31,0.0,9,22,0,0,8.43
1866,46,173,0.0,1.0172936877828433,18,31,0.0,9,22,0,0,7.67
2422,60,173,0.0,0.9951142208816179,17,31,0.0,9,22,0,0,7.58
2546,63,173,0.0,0.799963422807938,19,31,0.0,9,22,0,0,7.84
2589,64,173,0.0,1.0135333944129254,19,31,0.0,9,22,0,0,7.4
2946,73,173,0.0,0.8710722128058462,19,31,0.0,9,22,0,0,8.69
3025,75,173,0.0,0.7097701115656981,19,31,0.0,9,22,0,0,8.94
3344,83,173,0.0,0.9923477747119197,18,31,0.0,9,22,0,0,7.84
3741,93,173,0.0,0.75511332493957,19,31,0.0,9,22,0,0,7.29
4058,101,173,0.0,0.8422122353148481,22,31,0.0,9,22,0,0,8.19
4424,110,173,0.0,0.7278408811872127,18,31,0.0,9,22,0,0,8.25
4941,123,173,0.0,0.7053508407898637,20,31,0.0,9,22,0,0,7.61
5100,127,173,0.0,0.533627232425036,22,31,0.0,9,22,0,0,9.82
5420,135,173,0.0,0.5426280785182197,21,31,0.0,9,22,0,0,9.46
6262,156,173,0.0,0.7516260607347024,20,31,0.0,9,22,0,0,8.03
6423,160,173,0.0,0.558574241927991,22,31,0.0,9,22,0,0,8.88
7301,182,173,0.0,0.5515256345916231,23,31,0.0,9,22,0,0,8.77
7623,190,173,0.0,0.5489103610495897,22,31,0.0,9,22,0,0,8.83
7816,195,173,0.0,0.9857794938860008,20,31,0.0,9,22,0,0,8.33
7943,198,173,0.0,0.923636725263023,20,31,0.0,9,22,0,0,7.56
102,2,178,5.25,0.7398857974936887,16,33,0.0,10,21,1,0,7.11
744,18,178,5.083333333333333,0.7925417794629316,11,33,0.0,10,21,1,0,5.21
1111,27,178,5.166666666666667,0.8850816506725393,17,33,0.0,10,21,1,0,6.48
1186,29,178,4.916666666666667,0.8144261686461093,16,33,0.0,10,21,1,0,6.03
1909,47,178,4.583333333333333,0.9489186137500242,16,33,0.0,10,21,1,0,7.59
2144,53,178,5.5,0.5575109191682006,17,33,0.0,10,21,1,0,7.58
2183,54,178,4.75,0.7359511551624885,19,33,0.0,10,21,1,0,7.42
2304,57,178,4.833333333333333,1.1047931947830494,17,33,0.0,10,21,1,0,5.84
3704,92,178,5.333333333333333,0.7692689014436619,17,33,0.0,10,21,1,0,7.74
3785,94,178,5.333333333333333,0.8291375023747113,11,33,0.0,10,21,1,0,5.83
3824,95,178,4.916666666666667,0.7956189990205481,16,33,0.0,10,21,1,0,6.44
4060,101,178,5.0,0.8218812092103519,16,33,0.0,10,21,1,0,6.46
4143,103,178,4.583333333333333,0.6690550329773041,17,33,0.0,10,21,1,0,7.49
4469,111,178,5.25,0.8371843013495681,8,33,0.0,10,21,1,0,5.46
4543,113,178,5.083333333333333,0.8978495296336595,13,33,0.0,10,21,1,0,5.69
5380,134,178,5.166666666666667,1.0456711580250524,13,33,0.0,10,21,1,0,6.55
5789,144,178,5.5,0.7941572333496972,11,33,0.0,10,21,1,0,4.72
6301,157,178,6.0,0.8046252158461192,15,33,0.0,10,21,1,0,6.5
6380,159,178,5.0,0.5260975450416491,17,33,0.0,10,21,1,0,7.64
6739,168,178,5.333333333333333,0.5137858377701299,17,33,0.0,10,21,1,0,7.61
7181,179,178,5.0,0.962656333707006,13,33,0.0,10,21,1,0,5.64
7625,190,178,5.0,0.515825597842939,18,33,0.0,10,21,1,0,8.22
103,2,184,5.416666666666667,0.6136421109507191,14,27,0.0,2,19,1,1,7.6
220,5,184,5.916666666666667,0.41776192684483493,13,27,0.0,2,19,1,1,7.22
1426,35,184,5.666666666666667,0.5684236911130889,13,27,0.0,2,19,1,1,6.45
1547,38,184,5.666666666666667,0.43118271679036724,17,27,0.0,2,19,1,1,7.54
1582,39,184,5.833333333333333,0.43587413651666806,15,27,0.0,2,19,1,1,6.79
1824,45,184,5.583333333333333,0.7711954411973391,14,27,0.0,2,19,1,1,6.59
2067,51,184,5.666666666666667,0.41278892110771515,15,27,0.0,2,19,1,1,7.6
2103,52,184,6.083333333333333,0.45483924447474644,14,27,0.0,2,19,1,1,7.59
2306,57,184,4.833333333333333,0.8880897993525673,14,27,0.0,2,19,1,1,5.83
2701,67,184,5.083333333333333,0.7252311368167331,14,27,0.0,2,19,1,1,6.89
2747,68,184,4.75,0.43419866667379386,14,27,0.0,2,19,1,1,6.91
2858,71,184,4.833333333333333,0.8809417917158515,13,27,0.0,2,19,1,1,6.02
3066,76,184,5.416666666666667,0.6585881262646154,13,27,0.0,2,19,1,1,6.45
3349,83,184,5.166666666666667,0.8093749298166514,17,27,0.0,2,19,1,1,6.72
3581,89,184,5.333333333333333,0.6649659877652875,17,27,0.0,2,19,1,1,6.86
3706,92,184,5.416666666666667,0.5501974543084499,11,27,0.0,2,19,1,1,6.72
3941,98,184,5.583333333333333,0.5551494034650761,13,27,0.0,2,19,1,1,6.68
4270,106,184,5.583333333333333,0.8272990014073421,15,27,0.0,2,19,1,1,6.84
4305,107,184,5.083333333333333,0.8819947094863297,13,27,0.0,2,19,1,1,6.14
4902,122,184,4.666666666666667,0.7254549032813497,16,27,0.0,2,19,1,1,6.07
4980,124,184,4.416666666666667,0.8228281762201081,16,27,0.0,2,19,1,1,6.78
5103,127,184,5.083333333333333,0.4259299659782136,19,27,0.0,2,19,1,1,7.7
5221,130,184,5.333333333333333,0.5394201895142222,18,27,0.0,2,19,1,1,7.73
5548,138,184,5.333333333333333,0.7654823061967487,14,27,0.0,2,19,1,1,7.95
5661,141,184,5.416666666666667,0.4135927666252141,18,27,0.0,2,19,1,1,7.14
6425,160,184,5.25,0.4338032349325969,16,27,0.0,2,19,1,1,7.63
6785,169,184,5.75,0.7639102326704137,10,27,0.0,2,19,1,1,5.22
7025,175,184,6.0,0.7476999355403932,9,27,0.0,2,19,1,1,5.24
7063,176,184,5.25,0.8299531884557528,13,27,0.0,2,19,1,1,6.91
7141,178,184,4.666666666666667,0.6304856196449767,16,27,0.0,2,19,1,1,7.11
7465,186,184,5.416666666666667,0.42056127776166724,15,27,0.0,2,19,1,1,7.62
7627,190,184,5.416666666666667,0.4091304442021157,13,27,0.0,2,19,1,1,6.78
7982,199,184,5.0,0.44262803455185185,16,27,0.0,2,19,1,1,8.0
104,2,186,0.0,0.8268043087363722,21,28,1.0,2,24,0,1,8.86
309,7,186,0.0,0.9275181649143353,21,28,1.0,2,24,0,1,9.37
541,13,186,0.0,0.6183855504088465,20,28,1.0,2,24,0,1,8.82
1427,35,186,0.0,0.7803951673237272,18,28,1.0,2,24,0,1,7.96
1507,37,186,0.0,0.5946113185808942,21,28,1.0,2,24,0,1,8.17
1583,39,186,0.0,0.6013425215609371,20,28,1.0,2,24,0,1,9.17
2068,51,186,0.0,0.5895892999510485,22,28,1.0,2,24,0,1,9.7
2344,58,186,0.0,0.9879043452079649,16,28,1.0,2,24,0,1,7.75
2507,62,186,0.0,1.0641735143061783,18,28,1.0,2,24,0,1,7.15
2702,67,186,0.0,0.9952033273600124,14,28,1.0,2,24,0,1,7.35
2821,70,186,0.0,0.588887754595331,22,28,1.0,2,24,0,1,9.46
2859,71,186,0.0,1.2097179712956148,17,28,1.0,2,24,0,1,6.87
3306,82,186,0.0,0.9316736008670068,18,28,1.0,2,24,0,1,8.75
3464,86,186,0.0,0.5984117132991219,21,28,1.0,2,24,0,1,8.84
3504,87,186,0.0,1.044108516316059,18,28,1.0,2,24,0,1,7.96
3623,90,186,0.0,0.9034802820775485,18,28,1.0,2,24,0,1,7.42
3942,98,186,0.0,0.774425857361301,17,28,1.0,2,24,0,1,8.16
4027,100,186,0.0,0.837695580117889,14,28,1.0,2,24,0,1,7.29
4146,103,186,0.0,0.8194789650228628,21,28,1.0,2,24,0,1,8.39
4181,104,186,0.0,0.5527097336358423,21,28,1.0,2,24,0,1,8.65
4620,115,186,0.0,0.5808067439591583,22,28,1.0,2,24,0,1,9.01
5183,129,186,0.0,0.5602421781926256,23,28,1.0,2,24,0,1,9.27
5263,131,186,0.0,1.093469415545124,17,28,1.0,2,24,0,1,7.98
5304,132,186,0.0,1.0128643960159913,17,28,1.0,2,24,0,1,6.69
5341,133,186,0.0,0.8544321587336143,20,28,1.0,2,24,0,1,7.91
5503,137,186,0.0,0.9579908757525072,19,28,1.0,2,24,0,1,8.15
6426,160,186,0.0,0.5867057688909192,22,28,1.0,2,24,0,1,9.37
7027,175,186,0.0,1.0186385711674488,19,28,1.0,2,24,0,1,7.22
7102,177,186,0.0,0.5917635521487223,22,28,1.0,2,24,0,1,8.66
7143,178,186,0.0,0.8339392567873071,21,28,1.0,2,24,0,1,8.93
7427,185,186,0.0,0.9099539958521041,21,28,1.0,2,24,0,1,8.89
7584,189,186,0.0,0.9461096489588051,20,28,1.0,2,24,0,1,8.33
7709,192,186,0.0,0.8620468760355918,18,28,1.0,2,24,0,1,6.58
105,2,188,5.416666666666667,0.8751611470898494,13,31,2.0,3,23,1,0,4.82
184,4,188,5.333333333333333,0.6393007227945847,14,31,2.0,3,23,1,0,5.19
1143,28,188,5.583333333333333,0.6352556610724792,11,31,2.0,3,23,1,0,4.09
1703,42,188,5.666666666666667,0.6317189144705954,10,31,2.0,3,23,1,0,3.44
2425,60,188,5.166666666666667,1.091172723878376,16,31,2.0,3,23,1,0,5.05
2547,63,188,5.0,0.8467629591250332,14,31,2.0,3,23,1,0,4.65
3067,76,188,4.583333333333333,0.9210584144878627,13,31,2.0,3,23,1,0,4.14
3465,86,188,5.25,0.6040282751037999,6,31,2.0,3,23,1,0,3.59
3787,94,188,5.666666666666667,1.0687391629381844,14,31,2.0,3,23,1,0,4.07
4904,122,188,4.666666666666667,0.9551843055240218,15,31,2.0,3,23,1,0,5.06
5020,125,188,5.333333333333333,1.1931785928815144,13,31,2.0,3,23,1,0,4.38
5068,126,188,5.25,1.0139580866322435,11,31,2.0,3,23,1,0,4.02
5264,131,188,5.083333333333333,1.2002989641323223,14,31,2.0,3,23,1,0,4.07
5343,133,188,5.0,0.8600426830080209,13,31,2.0,3,23,1,0,4.5
5584,139,188,4.166666666666667,1.0829171513304339,13,31,2.0,3,23,1,0,5.31
6062,151,188,5.416666666666667,0.6680832047184834,14,31,2.0,3,23,1,0,4.19
6347,158,188,4.666666666666667,0.6435172480344576,14,31,2.0,3,23,1,0,5.74
6509,162,188,5.083333333333333,0.9677946324599139,16,31,2.0,3,23,1,0,5.67
6622,165,188,5.416666666666667,0.8158668572893942,12,31,2.0,3,23,1,0,4.42
6822,170,188,5.75,0.9730048540015267,10,31,2.0,3,23,1,0,4.24
6908,172,188,4.833333333333333,0.8961102129161832,15,31,2.0,3,23,1,0,5.61
7064,176,188,4.916666666666667,1.0941915762226655,12,31,2.0,3,23,1,0,3.88
107,2,205,5.25,0.5408021017585499,14,32,0.0,5,16,1,0,5.86
343,8,205,4.666666666666667,0.6825409318498653,16,32,0.0,5,16,1,0,6.95
624,15,205,4.916666666666667,0.6096161021471543,14,32,0.0,5,16,1,0,6.18
824,20,205,4.583333333333333,0.4115875339451205,14,32,0.0,5,16,1,0,7.82
949,23,205,5.416666666666667,0.5847591960223898,12,32,0.0,5,16,1,0,6.12
1389,34,205,5.5,0.7041919283302108,15,32,0.0,5,16,1,0,6.73
1586,39,205,4.916666666666667,0.4199957119953071,18,32,0.0,5,16,1,0,8.32
1666,41,205,5.333333333333333,0.692798753514332,14,32,0.0,5,16,1,0,6.99
1706,42,205,4.5,0.4030686680537153,17,32,0.0,5,16,1,0,8.25
2187,54,205,4.916666666666667,0.5632296751136164,15,32,0.0,5,16,1,0,6.57
2225,55,205,4.75,0.7458302508544894,13,32,0.0,5,16,1,0,6.68
2266,56,205,5.166666666666667,0.659214311517825,11,32,0.0,5,16,1,0,5.95
2429,60,205,5.75,0.706565786141689,15,32,0.0,5,16,1,0,6.04
2511,62,205,5.5,0.7253169566311718,14,32,0.0,5,16,1,0,6.58
2705,67,205,5.583333333333333,0.6937911879065667,12,32,0.0,5,16,1,0,6.37
2825,70,205,5.416666666666667,0.39426564301111194,14,32,0.0,5,16,1,0,6.87
2862,71,205,5.5,0.7780216290369378,12,32,0.0,5,16,1,0,6.61
2986,74,205,4.583333333333333,0.3918734456211719,18,32,0.0,5,16,1,0,7.63
3233,80,205,5.25,0.39852316609319005,17,32,0.0,5,16,1,0,7.99
3626,90,205,4.833333333333333,0.6071161601270462,18,32,0.0,5,16,1,0,8.45
3670,91,205,4.5,0.38819593265249946,21,32,0.0,5,16,1,0,8.29
3865,96,205,6.083333333333333,0.6769353424625763,10,32,0.0,5,16,1,0,5.45
3905,97,205,4.833333333333333,0.7317158686799319,12,32,0.0,5,16,1,0,6.16
4227,105,205,4.916666666666667,0.6449643988125586,12,32,0.0,5,16,1,0,5.48
4345,108,205,5.916666666666667,0.5514556107680765,11,32,0.0,5,16,1,0,5.58
4905,122,205,5.333333333333333,0.6494786476108766,13,32,0.0,5,16,1,0,6.53
5025,125,205,4.583333333333333,0.8027348201479695,13,32,0.0,5,16,1,0,6.61
5186,129,205,5.833333333333333,0.40853232165228354,11,32,0.0,5,16,1,0,6.42
5224,130,205,5.333333333333333,0.5156309870414205,11,32,0.0,5,16,1,0,6.23
5553,138,205,4.583333333333333,0.7380932588498444,17,32,0.0,5,16,1,0,8.04
5986,149,205,5.416666666666667,0.5349011128604784,15,32,0.0,5,16,1,0,6.85
6184,154,205,5.5,0.7079964500004081,10,32,0.0,5,16,1,0,5.44
6222,155,205,5.333333333333333,0.5528828834371,20,32,0.0,5,16,1,0,7.73
6267,156,205,5.416666666666667,0.5276655421178216,12,32,0.0,5,16,1,0,6.32
6584,164,205,5.25,0.5657064688199005,12,32,0.0,5,16,1,0,6.45
7106,177,205,5.416666666666667,0.39604438782620527,14,32,0.0,5,16,1,0,6.95
7147,178,205,5.25,0.5697532356123506,18,32,0.0,5,16,1,0,7.32
7187,179,205,4.75,0.703751196069741,16,32,0.0,5,16,1,0,7.42
108,2,207,5.583333333333333,0.7438017027782559,9,31,2.0,10,19,1,1,5.46
148,3,207,5.583333333333333,0.774480097369096,12,31,2.0,10,19,1,1,5.76
345,8,207,4.666666666666667,0.850541261035794,9,31,2.0,10,19,1,1,5.08
993,24,207,5.416666666666667,0.5302127387633587,12,31,2.0,10,19,1,1,6.11
1223,30,207,5.666666666666667,0.8608871803648727,9,31,2.0,10,19,1,1,5.01
1347,33,207,5.083333333333333,0.7179193557881804,14,31,2.0,10,19,1,1,6.29
1431,35,207,5.166666666666667,0.6687482454249687,16,31,2.0,10,19,1,1,7.29
1467,36,207,5.916666666666667,0.6958602231652705,11,31,2.0,10,19,1,1,5.3
1550,38,207,5.333333333333333,0.48957075133955624,12,31,2.0,10,19,1,1,5.58
1827,45,207,5.416666666666667,0.8511725622069292,13,31,2.0,10,19,1,1,5.91
1988,49,207,5.333333333333333,0.7257759179724421,9,31,2.0,10,19,1,1,5.9
2107,52,207,5.583333333333333,0.5314867115050309,10,31,2.0,10,19,1,1,5.63
2149,53,207,5.083333333333333,0.5224482843292372,13,31,2.0,10,19,1,1,6.04
2512,62,207,6.0,0.9226859949894238,10,31,2.0,10,19,1,1,5.78
3029,75,207,5.416666666666667,0.6486867077514571,11,31,2.0,10,19,1,1,5.81
3186,79,207,4.833333333333333,0.9239592269589988,13,31,2.0,10,19,1,1,7.14
3587,89,207,5.333333333333333,0.8213036314661522,18,31,2.0,10,19,1,1,6.96
4062,101,207,5.916666666666667,0.7767714627429959,11,31,2.0,10,19,1,1,5.78
4427,110,207,5.5,0.6279653205292309,11,31,2.0,10,19,1,1,6.25
4621,115,207,5.666666666666667,0.5179327392487904,10,31,2.0,10,19,1,1,5.85
5145,128,207,4.75,0.6860982791971266,12,31,2.0,10,19,1,1,6.28
5506,137,207,5.083333333333333,0.7832902826789443,13,31,2.0,10,19,1,1,5.63
5907,147,207,5.25,0.6394743663848446,10,31,2.0,10,19,1,1,5.73
6067,151,207,5.083333333333333,0.5049633625682658,14,31,2.0,10,19,1,1,7.24
6223,155,207,5.333333333333333,0.691006144510899,9,31,2.0,10,19,1,1,5.66
6388,159,207,4.583333333333333,0.5152936012922399,15,31,2.0,10,19,1,1,6.8
6791,169,207,5.833333333333333,0.837020227568244,10,31,2.0,10,19,1,1,5.56
6989,174,207,5.0,0.7257679450001238,10,31,2.0,10,19,1,1,5.55
7148,178,207,5.666666666666667,0.7366600698826069,10,31,2.0,10,19,1,1,5.37
7307,182,207,5.583333333333333,0.5031320358539476,13,31,2.0,10,19,1,1,6.46
7822,195,207,5.333333333333333,0.8400278728308658,16,31,2.0,10,19,1,1,7.01
110,2,215,5.583333333333333,0.8032149547699009,11,28,2.0,4,22,1,1,6.31
428,10,215,5.083333333333333,0.9105601869914111,14,28,2.0,4,22,1,1,5.9
788,19,215,5.166666666666667,0.5979561246629713,15,28,2.0,4,22,1,1,7.71
950,23,215,4.666666666666667,0.9211168975669505,17,28,2.0,4,22,1,1,7.0
1027,25,215,4.833333333333333,0.7917267652253309,14,28,2.0,4,22,1,1,7.03
1114,27,215,5.166666666666667,1.027084762079938,15,28,2.0,4,22,1,1,6.34
1829,45,215,5.0,1.0387019970517213,11,28,2.0,4,22,1,1,5.49
2267,56,215,5.416666666666667,0.915970898479081,9,28,2.0,4,22,1,1,5.83
2514,62,215,5.416666666666667,1.062174832832385,10,28,2.0,4,22,1,1,5.4
2864,71,215,5.416666666666667,1.1313670626950212,7,28,2.0,4,22,1,1,3.66
2909,72,215,5.166666666666667,0.8289630958019991,13,28,2.0,4,22,1,1,5.73
3030,75,215,5.75,0.7177503824065976,9,28,2.0,4,22,1,1,5.59
3107,77,215,5.333333333333333,0.8417351480217756,11,28,2.0,4,22,1,1,6.1
3153,78,215,5.416666666666667,0.5886094074980701,10,28,2.0,4,22,1,1,4.74
3468,86,215,5.5,0.5857807556009947,11,28,2.0,4,22,1,1,5.63
3747,93,215,5.416666666666667,0.8135816748004047,13,28,2.0,4,22,1,1,7.11
3789,94,215,4.75,0.9231164077579196,13,28,2.0,4,22,1,1,5.09
3908,97,215,5.416666666666667,1.0692116001956316,8,28,2.0,4,22,1,1,5.34
3947,98,215,5.5,0.7385755966033618,11,28,2.0,4,22,1,1,5.95
4229,105,215,5.25,0.9095884541150158,14,28,2.0,4,22,1,1,6.07
4668,116,215,5.583333333333333,0.8624810983906537,11,28,2.0,4,22,1,1,6.06
4871,121,215,4.666666666666667,0.5788046432103989,14,28,2.0,4,22,1,1,6.51
5465,136,215,5.25,0.9841984272536869,13,28,2.0,4,22,1,1,6.62
5710,142,215,5.083333333333333,0.6754003520434323,12,28,2.0,4,22,1,1,5.97
5909,147,215,5.5,0.7475958230778122,11,28,2.0,4,22,1,1,5.91
5987,149,215,5.416666666666667,0.8233378379094681,9,28,2.0,4,22,1,1,4.8
6150,153,215,5.333333333333333,0.8937427770835646,8,28,2.0,4,22,1,1,5.71
6270,156,215,4.833333333333333,0.7773139959258822,15,28,2.0,4,22,1,1,6.88
7308,182,215,5.0,0.5696751328736516,14,28,2.0,4,22,1,1,7.6
7589,189,215,4.583333333333333,0.9328671303263278,15,28,2.0,4,22,1,1,6.71
7787,194,215,5.166666666666667,0.651286777979895,11,28,2.0,4,22,1,1,6.53
7823,195,215,5.0,1.039688040226644,13,28,2.0,4,22,1,1,5.77
111,2,221,0.0,0.8221771457648251,21,29,2.0,1,22,0,0,7.8
151,3,221,0.0,0.8573279724292139,19,29,2.0,1,22,0,0,5.56
271,6,221,0.0,1.0231371755983083,17,29,2.0,1,22,0,0,5.91
387,9,221,0.0,0.8629529343144328,18,29,2.0,1,22,0,0,6.42
548,13,221,0.0,0.6285665640644388,19,29,2.0,1,22,0,0,7.58
628,15,221,0.0,0.9552418065849824,19,29,2.0,1,22,0,0,7.17
1310,32,221,0.0,0.9678983742595237,18,29,2.0,1,22,0,0,6.5
1433,35,221,0.0,0.808274927200708,21,29,2.0,1,22,0,0,6.35
1749,43,221,0.0,1.1233753080284024,18,29,2.0,1,22,0,0,6.71
1949,48,221,0.0,0.9104346283865353,21,29,2.0,1,22,0,0,7.93
2268,56,221,0.0,0.9621679664568595,21,29,2.0,1,22,0,0,6.89
2388,59,221,0.0,0.7525839621758337,20,29,2.0,1,22,0,0,7.28
2593,64,221,0.0,1.0744794380007396,19,29,2.0,1,22,0,0,6.52
3070,76,221,0.0,0.8718218018140315,20,29,2.0,1,22,0,0,7.03
3469,86,221,0.0,0.6041338694331613,23,29,2.0,1,22,0,0,7.78
3672,91,221,0.0,0.6247867335749413,20,29,2.0,1,22,0,0,7.74
4066,101,221,0.0,0.9194558336192302,21,29,2.0,1,22,0,0,6.19
4387,109,221,0.0,0.6235032514221476,21,29,2.0,1,22,0,0,7.91
4669,116,221,0.0,0.8705092279879688,19,29,2.0,1,22,0,0,6.37
4830,120,221,0.0,1.156641601457525,21,29,2.0,1,22,0,0,6.43
6473,161,221,0.0,0.9139517887280109,18,29,2.0,1,22,0,0,6.19
7189,179,221,0.0,1.0787198018466235,20,29,2.0,1,22,0,0,6.72
7506,187,221,0.0,0.9181792306645361,20,29,2.0,1,22,0,0,6.99
7868,196,221,0.0,0.5877812188112779,21,29,2.0,1,22,0,0,6.69
112,2,236,5.083333333333333,0.433737519845951,15,28,1.0,9,13,1,1,7.01
227,5,236,4.5,0.3070243581546666,17,28,1.0,9,13,1,1,7.48
672,16,236,4.25,0.5289417194983704,15,28,1.0,9,13,1,1,7.22
831,20,236,5.833333333333333,0.3454860226568928,9,28,1.0,9,13,1,1,6.75
871,21,236,4.916666666666667,0.491828242282279,15,28,1.0,9,13,1,1,8.39
1031,25,236,5.25,0.4202293109596049,14,28,1.0,9,13,1,1,7.3
1117,27,236,5.5,0.538636322224858,12,28,1.0,9,13,1,1,5.47
1151,28,236,4.833333333333333,0.3193017169177284,16,28,1.0,9,13,1,1,7.79
1189,29,236,5.333333333333333,0.48859835553293457,13,28,1.0,9,13,1,1,6.56
1634,40,236,5.25,0.3883808292971112,14,28,1.0,9,13,1,1,7.29
1791,44,236,5.333333333333333,0.42422432471518007,11,28,1.0,9,13,1,1,6.56
2113,52,236,5.25,0.33739311654983767,15,28,1.0,9,13,1,1,7.0
2153,53,236,5.666666666666667,0.3398272225717012,12,28,1.0,9,13,1,1,7.33
2830,70,236,5.75,0.31025259885303236,9,28,1.0,9,13,1,1,6.18
2913,72,236,5.75,0.45693772304041347,10,28,1.0,9,13,1,1,5.82
2953,73,236,5.333333333333333,0.5276041578224379,13,28,1.0,9,13,1,1,6.71
3110,77,236,5.166666666666667,0.43733359726238397,13,28,1.0,9,13,1,1,5.95
3191,79,236,5.583333333333333,0.5666984584065887,14,28,1.0,9,13,1,1,6.8
3590,89,236,5.0,0.5231346257743453,12,28,1.0,9,13,1,1,6.39
3630,90,236,4.666666666666667,0.4797359302322813,15,28,1.0,9,13,1,1,7.28
3912,97,236,4.75,0.5599745669373871,16,28,1.0,9,13,1,1,7.46
3951,98,236,5.75,0.4194559549276915,9,28,1.0,9,13,1,1,6.04
4152,103,236,5.666666666666667,0.4202029884780681,12,28,1.0,9,13,1,1,6.75
4388,109,236,5.833333333333333,0.33742430706975773,9,28,1.0,9,13,1,1,5.62
4629,115,236,5.666666666666667,0.32193735861687983,11,28,1.0,9,13,1,1,5.88
5030,125,236,5.25,0.6266564069369851,14,28,1.0,9,13,1,1,7.05
5270,131,236,4.75,0.5929675352091054,13,28,1.0,9,13,1,1,6.17
5308,132,236,5.333333333333333,0.5431295821930177,11,28,1.0,9,13,1,1,7.13
5390,134,236,5.75,0.6622629901546022,11,28,1.0,9,13,1,1,7.14
6026,150,236,5.0,0.5026267727233118,16,28,1.0,9,13,1,1,6.8
6191,154,236,6.0,0.5607038933186067,9,28,1.0,9,13,1,1,5.89
6309,157,236,5.0,0.48656157767604613,11,28,1.0,9,13,1,1,5.89
6552,163,236,4.916666666666667,0.31162769119932576,15,28,1.0,9,13,1,1,8.57
7230,180,236,5.583333333333333,0.4638895435615509,12,28,1.0,9,13,1,1,6.12
7391,184,236,5.666666666666667,0.4074873694222338,11,28,1.0,9,13,1,1,6.32
7434,185,236,5.333333333333333,0.49906090492909955,12,28,1.0,9,13,1,1,6.44
7472,186,236,5.416666666666667,0.30991879337377615,14,28,1.0,9,13,1,1,7.6
7552,188,236,5.166666666666667,0.4423055068644793,13,28,1.0,9,13,1,1,6.83
7635,190,236,5.166666666666667,0.30422922736113406,12,28,1.0,9,13,1,1,6.59
7666,191,236,5.75,0.5859576305940376,13,28,1.0,9,13,1,1,6.81
7829,195,236,5.75,0.5657143995103712,11,28,1.0,9,13,1,1,5.82
7913,197,236,5.083333333333333,0.5787857829981838,10,28,1.0,9,13,1,1,5.83
113,2,246,0.0,0.46426159260271443,21,28,1.0,4,13,0,0,8.42
191,4,246,0.0,0.3418709871126806,20,28,1.0,4,13,0,0,8.74
